"stock_code";"stock_name"
"138040";"메리츠금융지주"
"138070";"신진에스엠"
"138080";"오이솔루션"
"138250";"엔에스쇼핑"
"138360";"협진"
"138490";"코오롱플라스틱"
"138580";"비즈니스온"
"138610";"나이벡"
"138690";"엘아이에스"
"138930";"BNK금융지주"
"139050";"시티랩스"
"139130";"DGB금융지주"
"139480";"이마트"
"139670";"키네마스터"
"139990";"아주스틸"
"140070";"서플러스글로벌"
"140290";"청광건설"
"140410";"메지온"
"140520";"대창스틸"
"140610";"엔솔바이오사이언스"
"140660";"위월드"
"140670";"알에스오토메이션"
"140860";"파크시스템스"
"140910";"에이리츠"
"141000";"비아트론"
"141020";"포티스"
"141080";"레고켐바이오"
"142210";"유니트론텍"
"142280";"녹십자엠에스"
"142760";"바이오리더스"
"143160";"아이디스"
"143210";"핸즈코퍼레이션"
"143240";"사람인에이치알"
"143540";"영우디에스피"
"144510";"지씨셀"
"144960";"뉴파워프라즈마"
"145020";"휴젤"
"145210";"다이나믹디자인"
"145270";"케이탑리츠"
"145720";"덴티움"
"145990";"삼양사"
"145995";"삼양사우"
"147760";"마이크로프랜드"
"147830";"제룡산업"
"148140";"비디아이"
"148150";"세경하이테크"
"148250";"알엔투테크놀로지"
"148780";"비플라이소프트"
"149010";"아이케이세미콘"
"149300";"아퓨어스"
"149950";"아바텍"
"149980";"하이로닉"
"150440";"피노텍"
"150840";"인트로메딕"
"150900";"파수"
"151860";"KG ETS"
"151910";"나노스"
"152550";"한국ANKOR유전"
"153360";"하이골드3호"
"153460";"네이블"
"153490";"우리이앤엘"
"153710";"옵티팜"
"154030";"아시아종묘"
"154040";"솔루에타"
"155650";"와이엠씨"
"155660";"DSR"
"155900";"바다로19호"
"156100";"엘앤케이바이오"
"158310";"참존글로벌"
"158430";"아톤"
"159010";"아스플로"
"159580";"제로투세븐"
"159910";"스킨앤스킨"
"160550";"NEW"
"160600";"이큐셀"
"160980";"싸이맥스"
"161000";"애경케미칼"
"161390";"한국타이어앤테크놀로지"
"161570";"THE MIDONG"
"161580";"필옵틱스"
"161890";"한국콜마"
"162120";"루켄테크놀러지스"
"163430";"디피코"
"163560";"동일고무벨트"
"163730";"핑거"
"164060";"이루다"
"166090";"하나머티리얼즈"
"166480";"코아스템"
"168330";"내츄럴엔도텍"
"168490";"한국패러랠"
"169330";"엠브레인"
"169670";"코스텍시스템"
"170030";"현대공업"
"170790";"파이오링크"
"170900";"동아에스티"
"170920";"엘티씨"
"171010";"램테크놀러지"
"171090";"선익시스템"
"171120";"라이온켐텍"
"173130";"오파스넷"
"173940";"에프엔씨엔터"
"174880";"장원테크"
"174900";"앱클론"
"175140";"인포마크"
"175250";"아이큐어"
"175330";"JB금융지주"
"176440";"에이치엔티"
"176750";"듀켐바이오"
"177350";"베셀"
"177830";"파버나인"
"178320";"서진시스템"
"178600";"대동고려삼"
"178780";"유테크"
"178920";"PI첨단소재"
"179290";"엠아이텍"
"179530";"애드바이오텍"
"179720";"렌딩머신"
"179900";"유티아이"
"180060";"탑선"
"180400";"디엑스앤브이엑스"
"180640";"한진칼"
"18064K";"한진칼우"
"181340";"이즈미디어"
"181710";"NHN"
"182360";"큐브엔터"
"182400";"엔케이맥스"
"182690";"테라셈"
"183190";"아세아시멘트"
"183300";"코미코"
"183410";"골프존데카"
"183490";"엔지켐생명과학"
"184230";"SGA솔루션즈"
"185190";"수프로"
"185490";"아이진"
"185750";"종근당"
"186230";"그린플러스"
"187220";"디티앤씨"
"187270";"신화콘텍"
"187420";"제노포커스"
"187660";"에이디엠코리아"
"187790";"나노"
"187870";"디바이스이엔지"
"189300";"인텔리안테크"
"189330";"씨이랩"
"189350";"코셋"
"189690";"포시에스"
"189860";"서전기전"
"189980";"흥국에프엔비"
"190510";"나무가"
"190650";"코리아에셋투자증권"
"191410";"육일씨엔에쓰"
"191420";"테고사이언스"
"191600";"블루탑"
"192080";"더블유게임즈"
"192250";"케이사인"
"192390";"윈하이텍"
"192400";"쿠쿠홀딩스"
"192410";"THQ"
"192440";"슈피겐코리아"
"192650";"드림텍"
"192820";"코스맥스"
"193250";"와이제이엠게임즈"
"194370";"제이에스코퍼레이션"
"194480";"데브시스터즈"
"194700";"노바렉스"
"195500";"마니커에프앤지"
"195870";"해성디에스"
"195940";"HK이노엔"
"195990";"에이비프로바이오"
"196170";"알테오젠"
"196300";"애니젠"
"196450";"코아시아옵틱스"
"196490";"디에이테크놀로지"
"196700";"웹스"
"197140";"디지캡"
"198080";"엔피디"
"198440";"고려시멘트"
"199150";"데이터스트림즈"
"199290";"바이오프로테크"
"199800";"툴젠"
"199820";"제일전기공업"
"200130";"콜마비앤에이치"
"200230";"텔콘RF제약"
"200350";"래몽래인"
"200470";"에이팩트"
"200580";"메디쎄이"
"200670";"휴메딕스"
"200710";"에이디테크놀로지"
"200780";"비씨월드제약"
"200880";"서연이화"
"201490";"미투온"
"202960";"판도라티비"
"203400";"에이비온"
"203450";"유니온커뮤니티"
"203650";"드림시큐리티"
"203690";"프로스테믹스"
"204020";"그리티"
"204210";"모두투어리츠"
"204270";"제이앤티씨"
"204320";"만도"
"204620";"글로벌텍스프리"
"204630";"스튜디오산타클로스"
"204840";"지엘팜텍"
"205100";"엑셈"
"205470";"휴마시스"
"205500";"액션스퀘어"
"206400";"베노홀딩스"
"206560";"덱스터"
"206640";"바디텍메드"
"206650";"유바이오로직스"
"206950";"볼빅"
"207490";"에이펙스인텍"
"207760";"미스터블루"
"207940";"삼성바이오로직스"
"208140";"정다운"
"208340";"파멥신"
"208350";"지란지교시큐리티"
"208370";"셀바스헬스케어"
"208640";"썸에이지"
"208710";"바이오로그디바이스"
"208850";"이비테크"
"208860";"엔지스테크널러지"
"208890";"미래엔에듀파트너"
"210120";"빅텐츠"
"210540";"디와이파워"
"210980";"SK디앤디"
"211050";"인카금융서비스"
"211270";"AP위성"
"212310";"휴벡셀"
"212560";"네오오토"
"213420";"덕산네오룩스"
"213500";"한솔제지"
"214150";"클래시스"
"214180";"민앤지"
"214260";"라파스"
"214270";"FSN"
"214310";"에스엘바이오닉스"
"214320";"이노션"
"214330";"금호에이치티"
"214370";"케어젠"
"214390";"경보제약"
"214420";"토니모리"
"214430";"아이쓰리시스템"
"214450";"파마리서치"
"214610";"미코바이오메드"
"214680";"디알텍"
"214870";"뉴지랩파마"
"215000";"골프존"
"215050";"비엔디생활건강"
"215090";"휴센텍"
"215100";"로보로보"
"215200";"메가스터디교육"
"215360";"우리산업"
"215380";"우정바이오"
"215480";"토박스코리아"
"215570";"크로넥스"
"215600";"신라젠"
"215790";"이노인스트루먼트"
"216050";"인크로스"
"216080";"제테마"
"216280";"원텍"
"216400";"인바이츠바이오코아"
"217190";"제너셈"
"217270";"넵튠"
"217320";"썬테크"
"217330";"싸이토젠"
"217480";"에스디생명공학"
"217500";"러셀"
"217600";"켐온"
"217620";"디딤"
"217730";"강스템바이오텍"
"217820";"엔에스"
"217880";"틸론"
"217910";"에스제이켐"
"217950";"파마리서치바이오"
"218150";"미래생명자원"
"218410";"RFHIC"
"219130";"타이거일렉"
"219420";"링크제니시스"
"219550";"디와이디"
"219750";"지티지웰니스"
"220100";"퓨쳐켐"
"220180";"핸디소프트"
"220260";"켐트로스"
"220630";"맘스터치"
"221800";"유투바이오"
"221840";"하이즈항공"
"221980";"케이디켐"
"222040";"코스맥스엔비티"
"222080";"씨아이에스"
"222110";"팬젠"
"222160";"바이옵트로"
"222420";"쎄노텍"
"222670";"플럼라인생명과학"
"222800";"심텍"
"222810";"마이더스AI"
"222980";"한국맥널티"
"223220";"로지스몬"
"223250";"드림씨아이에스"
"223310";"커머스마이너"
"224020";"에스케이씨에스"
"224060";"코디엠"
"224110";"에이텍티앤"
"224760";"엔에스컴퍼니"
"224810";"엄지하우스"
"225190";"삼양옵틱스"
"225220";"제놀루션"
"225330";"씨엠에스에듀"
"225430";"케이엠제약"
"225530";"보광산업"
"225570";"넷게임즈"
"225590";"패션플랫폼"
"225850";"미애부"
"225860";"엠앤씨생명과학"
"226320";"잇츠한불"
"226330";"신테카바이오"
"226340";"본느"
"226360";"KH E&T"
"226400";"오스테오닉"
"226440";"한송네오텍"
"226950";"올릭스"
"227100";"에이치앤비디자인"
"227420";"도부마스크"
"227610";"아우딘퓨쳐스"
"227840";"현대코퍼레이션홀딩스"
"227950";"엔투텍"
"228340";"동양파일"
"228670";"레이"
"228760";"지노믹트리"
"228850";"레이언스"
"229000";"젠큐릭스"
"229500";"노브메타파마"
"229640";"LS전선아시아"
"230240";"에치에프알"
"230360";"에코마케팅"
"230980";"에이트원"
"232140";"와이아이케이"
"232530";"이엠티"
"232680";"라온테크"
"232830";"시큐센"
"233250";"메디안디노스틱"
"233990";"질경이"
"234070";"에이원알폼"
"234080";"JW생명과학"
"234100";"세원"
"234300";"에스트래픽"
"234340";"세틀뱅크"
"234690";"녹십자웰빙"
"234920";"자이글"
"235980";"메드팩토"
"236030";"씨알푸드"
"236200";"슈프리마"
"236340";"메디젠휴먼케어"
"236810";"엔비티"
"237690";"에스티팜"
"237750";"피앤씨테크"
"237820";"플레이디"
"237880";"클리오"
"238090";"앤디포스"
"238120";"얼라인드"
"238170";"엔에스엠"
"238200";"비피도"
"238490";"힘스"
"238500";"로보쓰리"
"239340";"줌인터넷"
"239610";"에이치엘사이언스"
"239890";"피엔에이치테크"
"240340";"인터코스"
"240810";"원익IPS"
"241520";"DSC인베스트먼트"
"241560";"두산밥캣"
"241590";"화승엔터프라이즈"
"241690";"유니테크노"
"241710";"코스메카코리아"
"241770";"메카로"
"241790";"오션브릿지"
"241820";"피씨엘"
"241840";"에이스토리"
"242040";"나무기술"
"242350";"피엔아이컴퍼니"
"243070";"휴온스"
"243840";"신흥에스이씨"
"243870";"굿센"
"244460";"올리패스"
"244880";"나눔테크"
"244920";"에이플러스에셋"
"245450";"씨앤에스링크"
"245620";"EDGC"
"246250";"에스엘에스바이오"
"246690";"TS인베스트먼트"
"246710";"티앤알바이오팹"
"246720";"아스타"
"246960";"이노테라피"
"247540";"에코프로비엠"
"247660";"나노씨엠에스"
"248020";"젬"
"248070";"솔루엠"
"248170";"샘표식품"
"249420";"일동제약"
"250000";"보라티알"
"250030";"진코스텍"
"250060";"모비스"
"250930";"예선테크"
"251270";"넷마블"
"251280";"안지오랩"
"251370";"와이엠티"
"251630";"브이원텍"
"251970";"펌텍코리아"
"252500";"세화피앤씨"
"252990";"샘씨엔에스"
"253450";"스튜디오드래곤"
"253590";"네오셈"
"253610";"루트락"
"253840";"수젠텍"
"254120";"자비스"
"254160";"제이엠멀티"
"255220";"SG"
"255440";"야스"
"256150";"한독크린텍"
"256630";"포인트엔지니어링"
"256840";"한국비엔씨"
"256940";"케이피에스"
"257370";"명성티엔에스"
"257720";"실리콘투"
"257990";"나우코스"
"258050";"테크트랜스"
"258250";"셀젠텍"
"258540";"스템랩"
"258610";"이더블유케이"
"258790";"소프트캠프"
"258830";"세종메디칼"
"259630";"엠플러스"
"259960";"크래프톤"
"260660";"알리코제약"
"260870";"시그넷이브이"
"260930";"씨티케이"
"260970";"에스앤디"
"261200";"덴티스"
"261780";"차백신연구소"
"262260";"에이프로"
"262840";"아이퀘스트"
"263020";"디케이앤디"
"263050";"유틸렉스"
"263540";"샘코"
"263600";"덕우전자"
"263690";"디알젬"
"263700";"케어랩스"
"263720";"디앤씨미디어"
"263750";"펄어비스"
"263770";"유에스티"
"263800";"데이타솔루션"
"263810";"상신전자"
"263860";"지니언스"
"263920";"휴온스블러썸"
"264450";"유비쿼스"
"264660";"씨앤지하이테크"
"264850";"이랜시스"
"264900";"크라운제과"
"26490K";"크라운제과우"
"265520";"AP시스템"
"265560";"영화테크"
"265740";"엔에프씨"
"266170";"뿌리깊은나무들"
"266470";"바이오인프라생명과학"
"266870";"파워풀엑스"
"267060";"명진홀딩스"
"267250";"현대중공업지주"
"267260";"현대일렉트릭"
"267270";"현대건설기계"
"267290";"경동도시가스"
"267320";"나인테크"
"267790";"배럴"
"267810";"앙츠"
"267850";"아시아나IDT"
"267980";"매일유업"
"268280";"미원에스씨"
"268600";"셀리버리"
"269620";"시스웍"
"270020";"이십일스토어"
"270210";"에스알바이오텍"
"270520";"지엔원에너지"
"270660";"에브리봇"
"270870";"뉴트리"
"271560";"오리온"
"271850";"다이오진"
"271940";"일진하이솔루스"
"271980";"제일약품"
"272110";"케이엔제이"
"272210";"한화시스템"
"272290";"이녹스첨단소재"
"272450";"진에어"
"272550";"삼양패키징"
"273060";"와이즈버즈"
"273640";"와이엠텍"
"274090";"켄코아에어로스페이스"
"275630";"에스에스알"
"276040";"스코넥"
"276240";"엘리비젼"
"276730";"제주맥주"
"277070";"린드먼아시아"
"277410";"인산가"
"277810";"레인보우로보틱스"
"277880";"티에스아이"
"278280";"천보"
"278650";"노터스"
"278990";"EMB"
"279060";"이노벡스"
"279600";"미디어젠"
"280360";"롯데제과"
"281310";"바이오시네틱스"
"281740";"레이크머티리얼즈"
"281820";"케이씨텍"
"282330";"BGF리테일"
"282690";"동아타이어"
"282880";"코윈테크"
"284620";"카이노스메드"
"284740";"쿠쿠홈시스"
"285130";"SK케미칼"
"28513K";"SK케미칼우"
"285490";"노바텍"
"285770";"라이프사이언스테크놀로지"
"286000";"씨엔티드림"
"286750";"나노브릭"
"286940";"롯데정보통신"
"287410";"제이시스메디칼"
"288330";"브릿지바이오테라퓨틱스"
"288490";"나라소프트"
"288620";"에스퓨얼셀"
"289010";"아이스크림에듀"
"289080";"SV인베스트먼트"
"289220";"자이언트스텝"
"290090";"트윔"
"290120";"대유에이피"
"290270";"휴네시온"
"290380";"대유"
"290510";"코리아센터"
"290520";"신도기연"
"290550";"디케이티"
"290650";"엘앤씨바이오"
"290660";"네오펙트"
"290670";"대보마그네틱"
"290690";"소룩스"
"290720";"푸드나무"
"290740";"액트로"
"291230";"엔피"
"291650";"압타머사이언스"
"293480";"하나제약"
"293490";"카카오게임즈"
"293580";"나우IB"
"293780";"압타바이오"
"293940";"신한알파리츠"
"294090";"이오플로우"
"294140";"레몬"
"294570";"쿠콘"
"294630";"서남"
"294870";"HDC현대산업개발"
"297090";"씨에스베어링"
"297570";"알로이스"
"297890";"HB솔루션"
"298000";"효성화학"
"298020";"효성티앤씨"
"298040";"효성중공업"
"298050";"효성첨단소재"
"298060";"에스씨엠생명과학"
"298380";"에이비엘바이오"
"298540";"더네이쳐홀딩스"
"298690";"에어부산"
"298870";"케이티비네트워크"
"299030";"하나기술"
"299170";"더블유에스아이"
"299480";"지앤이헬스케어"
"299660";"셀리드"
"299670";"에스엠비나"
"299900";"위지윅스튜디오"
"299910";"베스파"
"300080";"플리토"
"300120";"라온피플"
"300720";"한일시멘트"
"301300";"바이브컴퍼니"
"302430";"이노메트리"
"302440";"SK바이오사이언스"
"302550";"리메드"
"302920";"더콘텐츠온"
"303030";"지니틱스"
"303360";"프로테옴텍"
"303530";"이노뎁"
"304100";"솔트룩스"
"304840";"피플바이오"
"305090";"마이크로디지탈"
"306040";"에스제이그룹"
"306200";"세아제강"
"306620";"네온테크"
"307180";"아이엘사이언스"
"307280";"원바이오젠"
"307750";"국전약품"
"307870";"비투엔"
"307930";"컴퍼니케이"
"307950";"현대오토에버"
"308080";"바이젠셀"
"308100";"까스텔바작"
"308170";"센트랄모텍"
"308700";"테크엔"
"309900";"티티씨디펜스"
"309930";"오하임아이엔티"
"310200";"애니플러스"
"310870";"디와이씨"
"311060";"엘에이티"
"311320";"지오엘리먼트"
"311390";"네오크레마"
"311690";"CJ 바이오사이언스"
"312610";"에이에프더블류"
"313760";"윌링스"
"314130";"지놈앤컴퍼니"
"314930";"바이오다인"
"315640";"딥노이드"
"316140";"우리금융지주"
"317120";"라닉스"
"317240";"TS트릴리온"
"317330";"덕산테코피아"
"317400";"자이에스앤디"
"317530";"캐리소프트"
"317690";"퀀타매트릭스"
"317770";"슈프리마아이디"
"317830";"에스피시스템스"
"317850";"대모"
"317860";"노드메이슨"
"317870";"엔바이오니아"
"318000";"한국바이오젠"
"318010";"팜스빌"
"318020";"포인트모바일"
"318410";"비비씨"
"318660";"타임기술"
"319400";"현대무벡스"
"319660";"피에스케이"
"320000";"윈텍"
"321260";"프로이천"
"321550";"티움바이오"
"321820";"와이더플래닛"
"322000";"현대에너지솔루션"
"322180";"티라유텍"
"322190";"베른"
"322310";"오로스테크놀로지"
"322510";"제이엘케이"
"322780";"코퍼스코리아"
"322970";"무진메디"
"323210";"이베스트이안스팩1호"
"323230";"엠에프엠코리아"
"323280";"신영스팩5호"
"323350";"다원넥스뷰"
"323410";"카카오뱅크"
"323990";"박셀바이오"
"326030";"SK바이오팜"
"327260";"RF머트리얼즈"
"327610";"펨토바이오메드"
"327970";"케어룸의료산업"
"328380";"미래에셋대우스팩3호"
"329020";"오션스톤"
"329180";"현대중공업"
"329560";"상상인이안제2호스팩"
"330350";"위더스제약"
"330590";"롯데리츠"
"330860";"네패스아크"
"330990";"케이비제19호스팩"
"331380";"포커스에이치엔에스"
"331520";"교보9호스팩"
"331660";"한국미라클피플사"
"331920";"셀레믹스"
"332290";"대신밸런스제7호스팩"
"332370";"아이디피"
"332570";"와이팜"
"332710";"하나금융14호스팩"
"333050";"신한제6호스팩"
"333430";"일승"
"333620";"엔시스"
"334890";"이지스밸류리츠"
"334970";"프레스티지바이오로직스"
"335810";"프리시젼바이오"
"335870";"IBKS제12호스팩"
"335890";"비올"
"336040";"타스컴"
"336060";"유안타제5호스팩"
"336260";"두산퓨얼셀"
"33626K";"두산퓨얼셀1우"
"33626L";"두산퓨얼셀2우B"
"336370";"솔루스첨단소재"
"33637K";"솔루스첨단소재1우"
"33637L";"솔루스첨단소재2우B"
"336570";"대신밸런스제8호스팩"
"337450";"SK5호스팩"
"337840";"유엑스엔"
"337930";"브랜드엑스코퍼레이션"
"338100";"NH프라임리츠"
"338220";"뷰노"
"339770";"교촌에프앤비"
"339950";"아이비김영"
"340120";"하이제5호스팩"
"340350";"SK6호스팩"
"340360";"다보링크"
"340440";"세림B&G"
"340570";"티앤엘"
"340930";"유일에너테크"
"341160";"하나금융15호스팩"
"341310";"이앤에치"
"342550";"케이비제20호스팩"
"343090";"단디바이오"
"343510";"하나금융16호스팩"
"344050";"신영스팩6호"
"344820";"KCC글라스"
"344860";"이노진"
"347000";"센코"
"347140";"케이프이에스제4호"
"347700";"라이프시맨틱스"
"347740";"피엔케이피부임상연구센타"
"347770";"핌스"
"347860";"알체라"
"347890";"엠투아이"
"348030";"모비릭스"
"348150";"고바이오랩"
"348210";"넥스틴"
"348350";"위드텍"
"348370";"엔켐"
"348840";"데이드림엔터"
"348950";"제이알글로벌리츠"
"349720";"이베스트스팩5호"
"350520";"이지스레지던스리츠"
"351320";"에스에이티이엔지"
"351330";"이삭엔지니어링"
"351340";"IBKS제13호스팩"
"352480";"씨앤씨인터내셔널"
"352700";"씨앤투스성진"
"352770";"클리노믹스"
"352820";"하이브"
"352910";"오비고"
"352940";"인바이오"
"353060";"에이치엠씨제5호스팩"
"353070";"에이치엠씨제4호스팩"
"353190";"휴럼"
"353200";"대덕전자"
"35320K";"대덕전자1우"
"353490";"미래에셋대우스팩 5호"
"353590";"오토앤"
"353810";"이지바이오"
"354200";"엔젠바이오"
"355150";"교보10호스팩"
"356860";"티엘비"
"356890";"싸이버원"
"357120";"코람코에너지리츠"
"357230";"에이치피오"
"357250";"미래에셋맵스리츠"
"357550";"석경에이티"
"357580";"아모센스"
"357780";"솔브레인"
"357880";"비트나인"
"359090";"씨엔알리서치"
"361390";"제노코"
"361570";"알비더블유"
"361610";"SK아이이테크놀로지"
"361670";"삼영에스앤씨"
"363250";"진시스템"
"363260";"하나금융17호스팩"
"363280";"티와이홀딩스"
"36328K";"티와이홀딩스우"
"365270";"큐라클"
"365550";"ESR켄달스퀘어리츠"
"365590";"엔에이치스팩18호"
"366330";"신한제7호스팩"
"367000";"플래티어"
"367340";"DB금융스팩8호"
"367360";"DB금융스팩9호"
"367460";"유안타제7호스팩"
"367480";"유안타제8호스팩"
"368770";"한국9호스팩"
"369370";"블리츠웨이"
"372290";"하나머스트7호스팩"
"372800";"아이티아이즈"
"372910";"한컴라이프케어"
"373200";"하인크코리아"
"373220";"LG에너지솔루션"
"373340";"유진스팩6호"
"375500";"DL이앤씨"
"37550K";"DL이앤씨우"
"376180";"피코그램"
"376190";"엘비루셈"
"376290";"씨유테크"
"376300";"디어유"
"376980";"원티드랩"
"377030";"맥스트"
"377190";"디앤디플랫폼리츠"
"377220";"프롬바이오"
"377300";"카카오페이"
"377330";"이지트로닉스"
"377400";"하이제6호스팩"
"377450";"리파인"
"377480";"마인즈랩"
"377630";"삼성스팩4호"
"378850";"화승알앤에이"
"379390";"이성씨엔아이"
"380320";"삼성머스트스팩5호"
"380440";"엔에이치스팩19호"
"381970";"케이카"
"382480";"지아이텍"
"382800";"지앤비에스엔지니어링"
"382840";"원준"
"383220";"F&F"
"383310";"에코프로에이치엔"
"383800";"LX홀딩스"
"38380K";"LX홀딩스1우"
"386580";"한화플러스제2호스팩"
"387310";"대신밸런스제10호스팩"
"388220";"하나금융19호스팩"
"388790";"IBKS제16호스팩"
"388800";"유진스팩7호"
"389030";"지니너스"
"391060";"엔에이치스팩20호"
"391710";"엔에이치스팩21호"
"393210";"토마토시스템"
"393360";"신한제8호스팩"
"395400";"SK리츠"
"396690";"미래에셋글로벌리츠"
"396770";"엔에이치스팩22호"
"397500";"대신밸런스제11호스팩"
"397880";"교보11호스팩"
"400560";"하나금융20호스팩"
"400760";"NH올원리츠"
"400840";"하이제7호스팩"
"402340";"SK스퀘어"
"402420";"켈스"
"403360";"예스피치"
"404950";"DB금융스팩10호"
"404990";"신한서부티엔디리츠"
"900070";"글로벌에스엠"
"900100";"애머릿지"
"900110";"이스트아시아홀딩스"
"900120";"씨케이에이치"
"900140";"엘브이엠씨홀딩스"
"900250";"크리스탈신소재"
"900260";"로스웰"
"900270";"헝셩그룹"
"900280";"골든센츄리"
"900290";"GRT"
"900300";"오가닉티코스메틱"
"900310";"컬러레이"
"900340";"윙입푸드"
"950110";"SBI핀테크솔루션즈"
"950130";"엑세스바이오"
"950140";"잉글우드랩"
"950160";"코오롱티슈진"
"950170";"JTC"
"950180";"SNK"
"950190";"미투젠"
"950200";"소마젠"
"950210";"프레스티지바이오파마"
"950220";"네오이뮨텍(Reg.S)"
